C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	P_l_hyaw	P_l_hrol	P_l_hpit	P_l_knee	P_l_apit	P_r_hyaw	P_r_hrol	P_r_hpit	P_r_knee	P_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	T_l_hyaw	T_l_hrol	T_l_hpit	T_l_knee	T_l_apit	T_r_hyaw	T_r_hrol	T_r_hpit	T_r_knee	T_r_apit	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	x_acc	y_acc	z_acc	w_quat	x_quat	y_quat	z_quat	
0.581790	0.052006	-1.368638	1.157838	-1.134735	-0.261665	0.268349	1.690858	-0.833455	1.459479	0.487265	-0.079788	-1.494515	1.052529	-1.242801	-0.386330	0.143603	1.616901	-0.938855	1.349899	0.961588	0.526030	0.709559	0.682417	0.674662	0.651398	0.560926	0.825880	0.736700	0.705681	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008868	0.294803	-4.707592	-0.366757	0.039377	0.168764	-3.375298	-0.147064	9.364269	1.000000	0.000000	0.000000	0.000000	
0.592135	0.062351	-1.358293	1.168183	-1.124390	-0.251320	0.278694	1.701203	-0.823110	1.469824	0.513256	-0.063723	-1.471009	1.074249	-1.220294	-0.365096	0.160213	1.642770	-0.918347	1.372103	0.946078	0.690172	1.085664	0.856899	0.984852	0.891795	0.704389	1.097296	0.942201	0.973220	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002149	0.294406	-4.703212	-0.453487	-0.090762	0.237296	-2.726064	-0.564343	9.852091	1.000000	0.000000	0.000000	0.000000	
0.600952	0.071168	-1.349476	1.177000	-1.115573	-0.242503	0.287511	1.710020	-0.814293	1.478641	0.534794	-0.048052	-1.448259	1.092575	-1.200362	-0.344800	0.176530	1.663975	-0.898990	1.392550	0.853021	0.647521	0.833634	0.748332	0.790983	0.868531	0.703096	0.798738	0.802616	0.721191	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004805	0.292901	-4.698807	-0.359123	-0.108339	0.191667	-2.553891	-0.119564	8.570362	1.000000	0.000000	0.000000	0.000000	
0.608163	0.078379	-1.342265	1.184211	-1.108363	-0.235292	0.294722	1.717231	-0.807082	1.485852	0.534794	-0.048052	-1.448259	1.092575	-1.200362	-0.344800	0.176530	1.663975	-0.898990	1.392550	0.853021	0.647521	0.833634	0.748332	0.790983	0.868531	0.703096	0.798738	0.802616	0.721191	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010374	0.291118	-4.693944	-0.365514	-0.098308	0.276533	-2.647151	-0.105217	10.179696	1.000000	0.000000	0.000000	0.000000	
0.613704	0.083919	-1.336725	1.189751	-1.102822	-0.229752	0.300000	1.722771	-0.801542	1.491393	0.555695	-0.030463	-1.423995	1.114113	-1.177764	-0.322112	0.194756	1.686906	-0.878028	1.414179	0.845267	0.708266	0.860776	0.872408	0.825880	0.880163	0.721191	0.849144	0.845267	0.763842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010374	0.291118	-4.693944	-0.365514	-0.098308	0.276533	-2.647151	-0.105217	10.179696	1.000000	0.000000	0.000000	0.000000	
0.617525	0.087740	-1.332904	1.193572	-1.099001	-0.225931	0.300000	1.726592	-0.797721	1.495214	0.573961	-0.014176	-1.406911	1.130380	-1.159559	-0.303815	0.211245	1.704172	-0.861428	1.431203	0.728945	0.666908	0.527322	0.663030	0.705681	0.798738	0.725068	0.666908	0.728945	0.694049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014489	0.289985	-4.687446	-0.250555	-0.040162	0.311243	-2.930120	-1.200425	9.302893	1.000000	0.000000	0.000000	0.000000	
0.619592	0.089808	-1.330836	1.195640	-1.096933	-0.223863	0.300000	1.728660	-0.795653	1.497281	0.573961	-0.014176	-1.406911	1.130380	-1.159559	-0.303815	0.211245	1.704172	-0.861428	1.431203	0.728945	0.666908	0.527322	0.663030	0.705681	0.798738	0.725068	0.666908	0.728945	0.694049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.016289	0.288902	-4.680909	-0.168973	-0.038831	0.328465	-3.058452	-0.514126	9.763613	1.000000	0.000000	0.000000	0.000000	
0.619888	0.090104	-1.330540	1.195936	-1.096637	-0.223567	0.300000	1.728956	-0.795357	1.497577	0.590016	0.001687	-1.391341	1.147343	-1.142838	-0.286367	0.228077	1.720621	-0.843647	1.449075	0.612624	0.655276	0.589360	0.728945	0.647521	0.728945	0.699219	0.593238	0.721191	0.678540	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.016770	0.287598	-4.672950	-0.103015	-0.056585	0.390694	-2.995083	-0.809450	9.505354	1.000000	0.000000	0.000000	0.000000	
0.618410	0.088626	-1.332018	1.194458	-1.098116	-0.225045	0.300000	1.727477	-0.796835	1.496099	0.604829	0.016278	-1.380193	1.161005	-1.129236	-0.273129	0.242152	1.731132	-0.831197	1.462222	0.566096	0.595823	0.360595	0.496303	0.507935	0.573851	0.625549	0.411001	0.515690	0.504058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.016770	0.287598	-4.672950	-0.103015	-0.056585	0.390694	-2.995083	-0.809450	9.505354	1.000000	0.000000	0.000000	0.000000	
0.615170	0.085386	-1.335258	1.191218	-1.101355	-0.228285	0.300000	1.724238	-0.800075	1.492859	0.604829	0.016278	-1.380193	1.161005	-1.129236	-0.273129	0.242152	1.731132	-0.831197	1.462222	0.566096	0.595823	0.360595	0.496303	0.507935	0.573851	0.625549	0.411001	0.515690	0.504058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013827	0.285050	-4.661960	0.045234	-0.101060	0.337697	-2.803781	-0.618147	9.658397	1.000000	0.000000	0.000000	0.000000	
0.610198	0.080414	-1.340230	1.186246	-1.106328	-0.233257	0.296757	1.719266	-0.805047	1.487887	0.615643	0.028728	-1.372560	1.170880	-1.119664	-0.263588	0.253865	1.739523	-0.820807	1.471612	0.465284	0.532492	0.294680	0.445898	0.418756	0.376105	0.501473	0.286925	0.445898	0.286925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013827	0.285050	-4.661960	0.045234	-0.101060	0.337697	-2.803781	-0.618147	9.658397	1.000000	0.000000	0.000000	0.000000	
0.603538	0.073754	-1.346890	1.179586	-1.112988	-0.239917	0.290096	1.712605	-0.811707	1.481227	0.623337	0.039391	-1.368167	1.177908	-1.111788	-0.256075	0.264064	1.744672	-0.814355	1.477974	0.314067	0.382567	0.162850	0.263661	0.283048	0.271416	0.374812	0.189991	0.248152	0.267539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009996	0.283091	-4.655137	0.126549	-0.095023	0.313640	-2.594543	-0.554778	9.400138	1.000000	0.000000	0.000000	0.000000	
0.595248	0.065464	-1.355180	1.171296	-1.121277	-0.248207	0.281807	1.704316	-0.819997	1.472937	0.623337	0.039391	-1.368167	1.177908	-1.111788	-0.256075	0.264064	1.744672	-0.814355	1.477974	0.314067	0.382567	0.162850	0.263661	0.283048	0.271416	0.374812	0.189991	0.248152	0.267539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004934	0.281254	-4.649122	0.196057	-0.086945	0.270585	-2.476175	-0.480648	9.595028	1.000000	0.000000	0.000000	0.000000	
0.585403	0.055619	-1.365025	1.161451	-1.131123	-0.258052	0.271962	1.694471	-0.829842	1.463092	0.626699	0.046509	-1.367864	1.180240	-1.108668	-0.252561	0.271697	1.745945	-0.812083	1.481730	0.166727	0.303727	-0.011632	0.116321	0.073670	0.151217	0.292095	-0.019387	0.081425	0.151217	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001143	0.279800	-4.644217	0.246569	-0.080110	0.215191	-2.547913	-0.208042	9.424050	1.000000	0.000000	0.000000	0.000000	
0.574090	0.044305	-1.376339	1.150137	-1.142436	-0.269366	0.260648	1.683157	-0.841155	1.451779	0.626699	0.050811	-1.369046	1.180422	-1.108577	-0.252440	0.277089	1.745127	-0.812052	1.482639	0.042651	0.160265	0.023264	0.058161	0.050406	-0.015509	0.187406	0.003877	0.038774	0.050406	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001143	0.279800	-4.644217	0.246569	-0.080110	0.215191	-2.547913	-0.208042	9.424050	1.000000	0.000000	0.000000	0.000000	
0.561409	0.031624	-1.389020	1.137456	-1.155117	-0.282047	0.247967	1.670476	-0.853837	1.439097	0.626699	0.050811	-1.369046	1.180422	-1.108577	-0.252440	0.277089	1.745127	-0.812052	1.482639	0.042651	0.160265	0.023264	0.058161	0.050406	-0.015509	0.187406	0.003877	0.038774	0.050406	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007285	0.278316	-4.640280	0.249587	-0.075316	0.171427	-2.136612	-0.260650	9.555572	1.000000	0.000000	0.000000	0.000000	
0.547472	0.017688	-1.402956	1.123520	-1.169054	-0.295983	0.234030	1.656539	-0.867773	1.425161	0.623579	0.051578	-1.375437	1.176484	-1.112182	-0.255227	0.278574	1.738826	-0.815900	1.480215	-0.124076	0.021972	-0.271416	-0.166727	-0.062038	-0.038774	0.081425	-0.166727	-0.073670	-0.069793	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014221	0.277206	-4.637595	0.350610	-0.045133	0.117187	-2.425958	1.214772	8.966120	1.000000	0.000000	0.000000	0.000000	
0.532404	0.002620	-1.418024	1.108451	-1.184122	-0.311052	0.218962	1.641471	-0.882841	1.410093	0.623579	0.051578	-1.375437	1.176484	-1.112182	-0.255227	0.278574	1.738826	-0.815900	1.480215	-0.124076	0.021972	-0.271416	-0.166727	-0.062038	-0.038774	0.081425	-0.166727	-0.073670	-0.069793	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020745	0.276117	-4.635799	0.289002	-0.021609	0.071558	-2.338676	0.724559	9.017532	1.000000	0.000000	0.000000	0.000000	
0.516338	-0.013446	-1.434090	1.092386	-1.200188	-0.327118	0.202896	1.625405	-0.898907	1.394027	0.616794	0.050932	-1.382980	1.170365	-1.118150	-0.260377	0.278240	1.731162	-0.821352	1.474702	-0.263661	-0.006462	-0.267539	-0.275293	-0.279171	-0.166727	-0.007755	-0.286925	-0.286925	-0.252029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020745	0.276117	-4.635799	0.289002	-0.021609	0.071558	-2.338676	0.724559	9.017532	1.000000	0.000000	0.000000	0.000000	
0.499417	-0.030367	-1.451012	1.075464	-1.217109	-0.344039	0.185975	1.608484	-0.915828	1.377106	0.605616	0.046782	-1.396339	1.158793	-1.130842	-0.271494	0.273727	1.716259	-0.833954	1.462040	-0.484671	-0.158972	-0.507935	-0.453652	-0.480794	-0.461407	-0.193868	-0.647521	-0.411001	-0.387737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026460	0.275975	-4.635236	0.285895	0.029613	-0.009136	-3.073996	0.312063	9.230356	1.000000	0.000000	0.000000	0.000000	
0.481791	-0.047994	-1.468638	1.057838	-1.234735	-0.361665	0.168349	1.590858	-0.933455	1.359480	0.605616	0.046782	-1.396339	1.158793	-1.130842	-0.271494	0.273727	1.716259	-0.833954	1.462040	-0.484671	-0.158972	-0.507935	-0.453652	-0.480794	-0.461407	-0.193868	-0.647521	-0.411001	-0.387737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032828	0.276110	-4.636923	0.347946	-0.008293	-0.127202	-2.687803	0.359888	9.244704	1.000000	0.000000	0.000000	0.000000	
0.463616	-0.066168	-1.486812	1.039664	-1.252910	-0.379840	0.150174	1.572683	-0.951629	1.341305	0.586835	0.038028	-1.417786	1.140315	-1.149290	-0.290032	0.264033	1.695478	-0.851038	1.444804	-0.732823	-0.385152	-0.709559	-0.802616	-0.798738	-0.694049	-0.423926	-0.740578	-0.651398	-0.632011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039376	0.276179	-4.640254	0.344484	-0.044778	-0.167416	-2.147373	0.835754	8.786774	1.000000	0.000000	0.000000	0.000000	
0.445054	-0.084730	-1.505374	1.021102	-1.271472	-0.398401	0.131612	1.554121	-0.970191	1.322743	0.567691	0.027385	-1.437627	1.122110	-1.167313	-0.308601	0.253159	1.675304	-0.867456	1.427053	-0.775474	-0.467869	-0.670785	-0.721191	-0.515690	-0.659153	-0.420048	-0.725068	-0.597115	-0.639766	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039376	0.276179	-4.640254	0.344484	-0.044778	-0.167416	-2.147373	0.835754	8.786774	1.000000	0.000000	0.000000	0.000000	
0.426269	-0.103515	-1.524159	1.002317	-1.290256	-0.417186	0.112828	1.535337	-0.988976	1.303958	0.567691	0.027385	-1.437627	1.122110	-1.167313	-0.308601	0.253159	1.675304	-0.867456	1.427053	-0.775474	-0.467869	-0.670785	-0.721191	-0.515690	-0.659153	-0.420048	-0.725068	-0.597115	-0.639766	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.044227	0.276402	-4.643650	0.241065	-0.006429	-0.190142	-2.436718	-0.401736	9.505354	1.000000	0.000000	0.000000	0.000000	
0.407429	-0.122355	-1.542999	0.983477	-1.309097	-0.436026	0.093988	1.516497	-1.007816	1.285118	0.544699	0.011724	-1.464647	1.098755	-1.190881	-0.331987	0.237700	1.648162	-0.890266	1.402789	-0.876286	-0.638474	-0.961588	-1.015871	-0.818125	-0.872408	-0.648813	-1.019748	-0.856899	-0.790983	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.048579	0.277577	-4.649153	0.296015	0.034850	-0.304214	-2.802585	1.487379	9.783939	1.000000	0.000000	0.000000	0.000000	
0.388700	-0.141084	-1.561728	0.964748	-1.327825	-0.454755	0.075259	1.497768	-1.026545	1.266389	0.520163	-0.004381	-1.487518	1.077853	-1.212661	-0.354312	0.221615	1.624050	-0.910562	1.380615	-0.790983	-0.665615	-0.798738	-0.833634	-0.814248	-0.907305	-0.652691	-0.949956	-0.833634	-0.713436	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050778	0.279316	-4.655859	0.129123	0.109330	-0.342119	-2.245416	0.582278	9.216009	1.000000	0.000000	0.000000	0.000000	
0.370249	-0.159535	-1.580179	0.946297	-1.346277	-0.473206	0.056808	1.479317	-1.044996	1.247938	0.520163	-0.004381	-1.487518	1.077853	-1.212661	-0.354312	0.221615	1.624050	-0.910562	1.380615	-0.790983	-0.665615	-0.798738	-0.833634	-0.814248	-0.907305	-0.652691	-0.949956	-0.833634	-0.713436	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050778	0.279316	-4.655859	0.129123	0.109330	-0.342119	-2.245416	0.582278	9.216009	1.000000	0.000000	0.000000	0.000000	
0.352240	-0.177544	-1.598189	0.928287	-1.364286	-0.491216	0.038798	1.461307	-1.063005	1.229929	0.494354	-0.024687	-1.518537	1.049682	-1.241983	-0.382908	0.200360	1.593001	-0.938582	1.352232	-0.996484	-0.827172	-1.054645	-1.093418	-0.907305	-0.949956	-0.798738	-0.942201	-0.980975	-0.918937	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051955	0.282127	-4.664466	0.192152	0.150609	-0.469241	-3.079974	1.947701	8.962533	1.000000	0.000000	0.000000	0.000000	
0.334832	-0.194953	-1.615597	0.910879	-1.381694	-0.508624	0.021390	1.443899	-1.080414	1.212520	0.467333	-0.045790	-1.542285	1.026417	-1.265247	-0.407232	0.180579	1.569676	-0.961028	1.328937	-0.802616	-0.806493	-0.856899	-0.907305	-0.837512	-0.957710	-0.832342	-0.903427	-1.011994	-0.980975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051205	0.284839	-4.674944	0.043015	0.167476	-0.518687	-2.978344	1.566291	10.025459	1.000000	0.000000	0.000000	0.000000	
0.318179	-0.211605	-1.632249	0.894227	-1.398347	-0.525276	0.004738	1.427246	-1.097066	1.195868	0.467333	-0.045790	-1.542285	1.026417	-1.265247	-0.407232	0.180579	1.569676	-0.961028	1.328937	-0.802616	-0.806493	-0.856899	-0.907305	-0.837512	-0.957710	-0.832342	-0.903427	-1.011994	-0.980975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.049203	0.288333	-4.686366	0.050027	0.162771	-0.596451	-3.470949	0.296519	8.734165	1.000000	0.000000	0.000000	0.000000	
0.302430	-0.227354	-1.647998	0.878478	-1.414096	-0.541025	-0.011011	1.411498	-1.112815	1.180119	0.440737	-0.067954	-1.570639	0.998731	-1.292813	-0.434979	0.157173	1.539838	-0.990078	1.299675	-1.050767	-0.968050	-1.093418	-1.302796	-1.139947	-1.000361	-0.991314	-1.101173	-1.225249	-1.027503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046368	0.291612	-4.699346	-0.010337	0.110218	-0.622461	-3.105083	1.239881	9.813829	1.000000	0.000000	0.000000	0.000000	
0.287725	-0.242059	-1.662703	0.863773	-1.428801	-0.555730	-0.025717	1.396792	-1.127520	1.165414	0.413747	-0.090744	-1.595690	0.972407	-1.318379	-0.461333	0.135282	1.515908	-1.013736	1.275290	-0.949956	-0.960295	-0.895672	-0.930569	-0.980975	-0.984852	-0.931861	-0.802616	-1.054645	-0.973220	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046368	0.291612	-4.699346	-0.010337	0.110218	-0.622461	-3.105083	1.239881	9.813829	1.000000	0.000000	0.000000	0.000000	
0.274194	-0.255591	-1.676235	0.850241	-1.442332	-0.569262	-0.039248	1.383261	-1.141052	1.151883	0.413747	-0.090744	-1.595690	0.972407	-1.318379	-0.461333	0.135282	1.515908	-1.013736	1.275290	-0.949956	-0.960295	-0.895672	-0.930569	-0.980975	-0.984852	-0.931861	-0.802616	-1.054645	-0.973220	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.041436	0.294641	-4.711952	-0.038123	0.085184	-0.610211	-2.808563	-0.756841	8.744926	1.000000	0.000000	0.000000	0.000000	
0.261956	-0.267828	-1.688472	0.838004	-1.454570	-0.581499	-0.051485	1.371024	-1.153289	1.139645	0.387968	-0.114250	-1.623256	0.943993	-1.346702	-0.489232	0.109958	1.486252	-1.041847	1.246876	-1.035258	-1.024918	-1.031380	-1.066277	-1.101173	-1.093418	-1.028795	-1.120560	-1.058522	-1.074031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.037355	0.297014	-4.725510	-0.017706	0.051362	-0.660722	-3.430297	1.365423	9.782743	1.000000	0.000000	0.000000	0.000000	
0.251122	-0.278663	-1.699307	0.827169	-1.465404	-0.592334	-0.062320	1.360189	-1.164124	1.128811	0.362069	-0.138231	-1.646732	0.921123	-1.370451	-0.514314	0.086654	1.462624	-1.065293	1.222340	-0.942201	-0.906012	-0.845267	-0.790983	-0.887918	-0.946078	-0.947371	-0.829757	-0.922814	-0.880163	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.037355	0.297014	-4.725510	-0.017706	0.051362	-0.660722	-3.430297	1.365423	9.782743	1.000000	0.000000	0.000000	0.000000	
0.241786	-0.287998	-1.708642	0.817834	-1.474740	-0.601669	-0.071656	1.350853	-1.173459	1.119475	0.362069	-0.138231	-1.646732	0.921123	-1.370451	-0.514314	0.086654	1.462624	-1.065293	1.222340	-0.942201	-0.906012	-0.845267	-0.790983	-0.887918	-0.946078	-0.947371	-0.829757	-0.922814	-0.880163	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.031542	0.298373	-4.738263	-0.120504	0.009639	-0.603109	-2.914975	0.610973	9.952524	1.000000	0.000000	0.000000	0.000000	
